property_type,society,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,Price_in_Crore,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,luxury_score_bin
house,independent,sector 4,7536.39211350654,1.0,4,3,4.0,Moderately Old,0.45444444444444443,603.0,0,0,0,0,1,0,0,"[0, 50)"
flat,dlf ridgewood estate,sector 28,14599.0,3.0,3,1,12.0,Old Property,2.0,1370.0,0,0,0,0,0,2,96,"[50, 100)"
flat,om apartment dayanand colony,sector 5,4374.0,1.0,1,1,3.0,Relatively New,0.255,662.0,0,0,0,0,0,0,14,"[0, 50)"
flat,pioneer urban presidia,sector 62,14987.0,4.0,4,3+,3.0,Moderately Old,6.5,4337.0,1,0,0,0,0,0,86,"[50, 100)"
flat,ss the leaf,sector 85,5974.0,2.0,3,3+,4.0,Relatively New,1.04,1741.0,0,0,1,0,0,0,113,"[100, 150)"
flat,indiabulls centrum park,sector 103,8250.0,3.0,3,3+,15.0,Relatively New,1.65,1591.0,1,0,0,0,0,0,38,"[0, 50)"
flat,godrej oasis,sector 88a,8108.0,3.0,3,2,3.0,Relatively New,1.5,2102.0,0,0,0,0,0,0,47,"[0, 50)"
flat,pyramid urban homes 2,sector 86,8283.0,2.0,2,1,7.0,New Property,0.415,569.0,1,1,0,1,1,0,49,"[0, 50)"
flat,bptp terra,sector 37d,9498.0,3.0,3,3,9.0,Relatively New,1.72,1132.0,1,0,0,0,0,2,24,"[0, 50)"
house,nul,sector 25,7864.583333333334,5.0,5,3,2.0,Moderately Old,5.033333333333333,6400.0,1,1,0,1,0,2,112,"[100, 150)"
flat,sobha city,sector 108,15196.0,3.0,3,2,8.0,Relatively New,2.6,1711.0,0,0,0,0,0,0,99,"[50, 100)"
house,dlf city plots phase 4,sector 28,8525.867136978248,6.0,5,3+,3.0,New Property,2.762380952380952,3240.0,1,1,1,1,0,0,153,"[150, 200)"
flat,godrej,sector 79,8998.0,2.0,2,3,3.0,New Property,1.41,1786.0,1,0,0,0,0,0,104,"[100, 150)"
flat,bptp amstoria,sector 102,8444.0,3.0,3,3+,1.0,Relatively New,1.9,2500.0,0,1,0,0,0,0,174,"[150, 200)"
flat,emaar mgf the palm drive,sector 66,15682.0,3.0,4,3,6.0,Relatively New,3.45,2000.0,0,1,0,0,0,2,95,"[50, 100)"
flat,smart world orchard,sector 61,12783.0,2.0,2,2,4.0,Under Construction,1.47,1307.0,1,0,0,0,0,0,31,"[0, 50)"
flat,tarc maceo,sector 91,11118.0,4.0,3,3+,8.0,Relatively New,1.75,1788.0,1,1,1,1,0,0,128,"[100, 150)"
flat,prime habitat,sector 99a,4658.0,2.0,2,1,7.0,Relatively New,0.32,601.0,0,0,0,0,0,0,44,"[0, 50)"
flat,guru gram haryana cghs,sector 56,7228.0,3.0,3,3,4.0,Moderately Old,1.39,1920.0,1,0,0,0,0,2,134,"[100, 150)"
house,independent,sector 14,9229.144667370645,5.0,5,1,1.0,Relatively New,2.622,2841.0,0,0,0,0,0,0,0,"[0, 50)"
flat,shree vardhman victoria,sector 70,14384.0,3.0,5,3,5.0,Moderately Old,1.67,1319.0,0,1,0,0,0,0,108,"[100, 150)"
flat,signature global solera 2,sector 107,8929.0,2.0,2,2,13.0,New Property,0.5,636.0,0,0,0,0,0,0,8,"[0, 50)"
flat,bptp terra,sector 37d,8007.0,3.0,3,3,9.0,Relatively New,1.45,1811.0,0,0,0,0,0,0,107,"[100, 150)"
house,independent,pratap nagar,10350.588235294117,2.0,2,1,3.0,Relatively New,1.7596,1700.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ats tourmaline,sector 109,8571.0,3.0,3,3+,7.0,Relatively New,1.5,1466.0,0,0,0,0,0,0,165,"[150, 200)"
flat,green court,sector 90,6390.0,2.0,2,1,8.0,New Property,0.4,598.0,0,0,0,0,0,0,20,"[0, 50)"
flat,signature global the millennia,sector 37d,9231.0,2.0,2,3,7.0,New Property,0.6,677.0,0,0,0,0,0,0,35,"[0, 50)"
flat,south city 1 floors,sector 41,11724.0,4.0,4,3,0.0,Old Property,3.4,2900.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 8,30978.87323943662,1.0,1,1,3.0,Moderately Old,1.7596,568.0,0,0,0,0,0,0,0,"[0, 50)"
flat,central park flower valley,sohna road,6742.0,3.0,3,0,11.0,Relatively New,1.2,1780.0,0,0,0,0,0,0,66,"[50, 100)"
flat,m3m skywalk,sector 74,10902.0,3.0,3,3,12.0,New Property,2.2,2018.0,1,0,0,0,0,2,15,"[0, 50)"
flat,raheja vedaanta,sector 108,4762.0,2.0,2,2,5.0,Relatively New,0.65,1365.0,0,0,0,1,0,2,174,"[150, 200)"
flat,emaar mgf the palm drive,sector 66,16471.0,3.0,4,3,8.0,Relatively New,2.8,1700.0,0,1,0,0,0,2,117,"[100, 150)"
house,independent,sector 39,22656.25,1.0,1,2,3.0,Relatively New,1.8125,800.0,0,0,0,0,0,0,0,"[0, 50)"
flat,tulip violet,sector 69,10909.0,2.0,3,0,0.0,Relatively New,1.2,1100.0,0,0,0,0,0,0,54,"[50, 100)"
flat,godrej nature plus,sector 33,8232.0,3.0,2,3+,7.0,Under Construction,1.35,1640.0,0,0,0,1,0,0,49,"[0, 50)"
flat,aipl the peaceful homes,sector 70a,9587.0,2.0,2,2,22.0,Moderately Old,1.6,1565.0,0,0,0,0,0,0,86,"[50, 100)"
flat,shree vardhman flora,sector 90,5178.0,2.0,2,3,9.0,New Property,0.7,1352.0,1,0,0,0,0,0,97,"[50, 100)"
flat,ss the leaf,sector 85,7754.0,4.0,4,3+,23.0,New Property,2.7,3482.0,0,0,0,0,0,0,21,"[0, 50)"
flat,ramprastha the atrium,sector 37d,7782.0,3.0,3,2,4.0,Relatively New,1.0,1285.0,0,0,0,0,0,0,13,"[0, 50)"
flat,ss the leaf,sector 85,10727.0,2.0,2,3,9.0,Relatively New,1.18,1700.0,1,0,0,0,0,2,150,"[150, 200)"
flat,signature global city,sector 37d,8163.0,3.0,3,3,4.0,Under Construction,1.0,1250.0,0,0,0,0,0,0,49,"[0, 50)"
flat,ss the leaf,sector 85,7988.0,2.0,2,2,5.0,Relatively New,1.31,1864.0,0,1,0,0,0,0,89,"[50, 100)"
flat,sare crescent parc royal greens phase 1,sector 92,3713.0,4.0,4,3,15.0,New Property,1.0,2020.0,0,0,0,0,0,0,31,"[0, 50)"
flat,ats triumph,sector 104,7642.0,3.0,4,3+,12.0,Relatively New,1.75,2045.0,1,1,0,1,1,2,21,"[0, 50)"
flat,emaar mgf emerald floors premier,sector 65,13924.0,4.0,4,3,3.0,Relatively New,2.75,1975.0,1,1,0,0,0,2,113,"[100, 150)"
flat,surbhi apartment,sushant lok,12265.0,4.0,3,3,6.0,Old Property,3.2,2650.0,0,0,0,0,0,0,44,"[0, 50)"
flat,emaar gurgaon greens,sector 102,10800.0,3.0,4,3+,9.0,Relatively New,1.35,1400.0,0,1,0,1,0,2,174,"[150, 200)"
flat,shree vardhman victoria,sector 70,9231.0,3.0,4,3,2.0,New Property,1.8,1319.0,0,1,0,0,1,0,45,"[0, 50)"
flat,dlf the skycourt,sector 86,9222.0,3.0,3,3+,15.0,Relatively New,1.54,1780.0,0,1,0,0,0,0,174,"[150, 200)"
flat,unitech vistas,sector 70,6326.0,3.0,4,2,11.0,Under Construction,0.99,1565.0,0,0,0,0,0,0,0,"[0, 50)"
flat,godrej nature plus,sector 33,7726.0,2.0,2,2,14.0,Under Construction,1.07,1385.0,0,0,0,0,0,0,68,"[50, 100)"
flat,saan verdante,sector 95,10178.0,3.0,4,3+,5.0,New Property,2.0,2199.0,0,1,0,0,0,0,49,"[0, 50)"
flat,adani aangan arcade,sector 88a,7200.0,2.0,2,1,3.0,New Property,0.45,710.0,0,0,0,0,0,0,14,"[0, 50)"
house,independent,lajpat nagar,3000.0,3.0,3,1,2.0,New Property,0.6,2000.0,0,0,0,0,0,0,0,"[0, 50)"
flat,.,gwal pahari,10999.0,4.0,4,3+,6.0,Relatively New,7.0,6000.0,0,1,0,0,0,0,52,"[50, 100)"
house,unitech uniworld resorts,sector 33,30787.959274015047,5.0,7,3+,3.0,Relatively New,1.5455555555555553,502.0,0,1,0,0,0,0,80,"[50, 100)"
flat,antriksh heights,sector 84,4444.0,3.0,3,3,18.0,Relatively New,0.9,2025.0,0,1,0,1,0,0,59,"[50, 100)"
flat,conscient heritage max,sector 102,9784.0,3.0,4,3+,20.0,Relatively New,1.9,1942.0,0,1,0,0,0,0,165,"[150, 200)"
flat,dlf the ultima,sector 81,11412.0,3.0,4,3+,19.0,Relatively New,2.4,2103.0,0,1,0,0,0,1,174,"[150, 200)"
flat,shapoorji pallonji joyville gurugram,sector 102,10206.0,2.0,2,2,10.0,Relatively New,1.24,1215.0,0,0,0,0,0,0,141,"[100, 150)"
flat,rof ananda,sector 95,5464.0,1.0,1,1,10.0,Relatively New,0.2,416.0,0,0,0,0,0,0,82,"[50, 100)"
flat,bestech park view residency,sector 2,8633.0,1.0,2,2,7.0,Moderately Old,0.562,740.0,0,0,0,0,0,0,92,"[50, 100)"
flat,rof ananda,sector 95,5745.0,3.0,2,1,6.0,Relatively New,0.37,732.0,0,0,0,1,0,2,72,"[50, 100)"
flat,puri diplomatic greens,sector 111,13235.0,3.0,3,2,12.0,Relatively New,2.25,1700.0,0,0,0,0,0,0,101,"[100, 150)"
house,independent,baldev nagar,17200.39100684262,3.0,2,0,1.0,Moderately Old,1.7596,1023.0,0,0,0,0,0,0,0,"[0, 50)"
flat,tarc maceo,sector 91,6466.0,3.0,4,3+,3.0,Relatively New,1.5,1506.0,1,1,0,0,0,0,112,"[100, 150)"
flat,bestech altura,sector 79,9533.0,4.0,5,2,4.0,New Property,2.55,2675.0,0,1,0,0,0,0,44,"[0, 50)"
flat,parsvnath exotica,sector 53,19174.0,4.0,5,3+,10.0,Relatively New,6.5,3000.0,1,1,0,1,0,2,174,"[150, 200)"
flat,smart world orchard,sector 61,13478.0,2.0,2,1,3.0,Under Construction,1.55,1150.0,1,0,0,0,0,0,43,"[0, 50)"
flat,ss the leaf,sector 85,7350.0,3.0,4,3+,7.0,New Property,1.77,2408.0,0,0,1,0,0,0,107,"[100, 150)"
house,independent,faridabad road,6000.0,1.0,4,1,1.0,Moderately Old,0.6,1000.0,0,0,0,0,0,0,0,"[0, 50)"
flat,sahara grace,sector 28,14612.0,4.0,5,3+,5.0,Moderately Old,5.5,3764.0,0,1,0,0,1,2,8,"[0, 50)"
house,independent,sector 9,5069.708491761724,3.0,3,2,1.0,Old Property,1.2,2367.0,0,0,0,0,0,2,36,"[0, 50)"
flat,supertech araville,sector 79,5425.0,2.0,2,3,5.0,New Property,0.83,1739.0,1,0,0,0,0,1,49,"[0, 50)"
house,unitech espace,sector 50,87033.88024717665,4.0,4,3+,2.0,Moderately Old,3.141923076923077,361.0,0,1,0,0,0,2,88,"[50, 100)"
house,independent,sector 5,750.0,5.0,5,3+,3.0,Old Property,0.255,3400.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ashiana mulberry,sohna road,6185.0,3.0,3,3+,7.0,Relatively New,1.07,1600.0,0,0,0,0,0,0,167,"[150, 200)"
house,independent,new basti,21995.0,2.0,2,1,2.0,Old Property,1.7596,800.0,0,0,0,0,1,0,7,"[0, 50)"
flat,signature andour heights,sector 71,9848.0,1.0,1,2,1.0,New Property,0.39,325.0,0,0,0,0,0,0,0,"[0, 50)"
flat,earth copia,sector 112,4673.0,2.0,2,2,4.0,Relatively New,0.7,1498.0,0,0,0,0,0,0,65,"[50, 100)"
flat,assotech blith,sector 99,6594.0,2.0,2,2,2.0,New Property,1.15,1365.0,0,0,0,0,1,2,72,"[50, 100)"
flat,smart world orchard,sector 61,13913.0,2.0,2,2,4.0,Under Construction,1.6,1307.0,0,0,0,0,0,0,16,"[0, 50)"
flat,umang monsoon breeze,sector 78,6053.0,2.0,2,1,5.0,Moderately Old,0.75,1239.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ss the leaf,sector 85,7609.0,3.0,4,3,9.0,Relatively New,1.83,1925.0,0,0,0,0,0,0,49,"[0, 50)"
house,independent,sector 26,3894.6436476316953,5.0,5,3+,2.0,Relatively New,1.7596,4518.0,1,1,0,1,1,1,49,"[0, 50)"
house,independent,sector 45,5166.666666666667,5.0,8,3+,3.0,Relatively New,2.325,4500.0,1,1,1,1,0,1,152,"[150, 200)"
house,independent,devi lal colony gali no 12 gurgaon nr omkar public school,44659.89847715736,1.0,1,0,3.0,Moderately Old,1.7596,394.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 22,125862.06896551723,7.0,5,3+,3.0,Old Property,3.2849999999999997,261.0,0,0,0,1,1,2,49,"[0, 50)"
house,huda housing board colony,sector 31,18150.68493150685,2.0,4,3+,3.0,Old Property,2.65,1460.0,0,0,0,0,1,0,8,"[0, 50)"
flat,bestech park view grand spa,sector 81,10714.0,4.0,6,3+,17.0,Relatively New,4.5,4200.0,0,1,0,0,0,2,44,"[0, 50)"
flat,signature global orchard avenue,sector 93,7353.0,2.0,2,2,11.0,New Property,0.4,618.0,0,0,0,0,0,0,37,"[0, 50)"
flat,conscient heritage max,sector 102,10237.0,3.0,4,3+,20.0,Relatively New,2.2,1186.0,1,1,0,0,0,2,45,"[0, 50)"
flat,sare green parc phase 3,sector 92,7143.0,3.0,2,2,3.0,New Property,0.75,1298.0,0,0,0,0,0,0,121,"[100, 150)"
flat,aipl the peaceful homes,sector 70a,10723.0,3.0,4,3,8.0,Relatively New,2.52,2350.0,0,1,0,0,0,0,174,"[150, 200)"
house,aindependentt raj estates,sector 63a,7097.946753119168,6.0,6,3+,3.0,Under Construction,2.223076923076923,3132.0,0,0,1,1,0,0,29,"[0, 50)"
house,international city by sobha phase 2,sector 109,3258.5185185185187,4.0,5,3,2.0,Relatively New,1.7596,5400.0,0,1,0,0,0,0,49,"[0, 50)"
flat,raheja navodaya,sector 92,5407.0,3.0,3,0,0.0,Relatively New,0.85,1572.0,0,0,0,0,0,0,88,"[50, 100)"
flat,bestech park view residency,sector 2,8073.0,3.0,4,3+,10.0,Moderately Old,1.55,1920.0,0,1,0,0,0,0,100,"[100, 150)"
flat,kamal residence,sohna road,7634.0,2.0,2,1,0.0,New Property,0.4,595.0,0,0,0,0,1,2,16,"[0, 50)"
flat,supertech hues,sector 68,8475.0,2.0,2,3,23.0,New Property,1.0,1341.0,0,0,0,0,0,0,49,"[0, 50)"
house,independent,sector 23,1420.0000000000002,4.0,4,3,2.0,Relatively New,0.35500000000000004,2500.0,0,1,0,0,0,2,43,"[0, 50)"
house,sushant lok 1 builder floors,sector 43,19791.034715200538,3.0,4,3+,4.0,New Property,3.829565217391304,1935.0,0,1,0,0,0,2,78,"[50, 100)"
flat,m3m woodshire,sector 107,5490.0,2.0,2,3+,14.0,Relatively New,0.75,1193.0,0,0,0,1,0,0,174,"[150, 200)"
house,bptp astaire gardens,sector 70a,55882.107023411365,4.0,4,3+,2.0,New Property,1.6708749999999999,299.0,1,1,0,1,0,2,160,"[150, 200)"
house,independent,sector 49,8474.537037037036,8.0,8,3,3.0,Moderately Old,2.4406666666666665,2880.0,1,1,1,1,0,1,151,"[150, 200)"
flat,trisara our homes 3,sohna road,6561.0,2.0,2,1,0.0,New Property,0.395,684.0,0,0,0,0,0,2,90,"[50, 100)"
flat,bsf chs,gwal pahari,5938.0,3.0,3,3,13.0,Old Property,0.95,1818.0,0,0,0,0,0,0,37,"[0, 50)"
flat,paras dews,sector 106,8917.0,4.0,6,3+,6.0,Relatively New,2.1,2355.0,0,1,0,0,1,0,60,"[50, 100)"
flat,city heights,sector 39,8750.0,3.0,4,3,3.0,Old Property,1.75,2273.0,0,1,0,0,0,1,42,"[0, 50)"
flat,emaar mgf emerald estate,sector 65,13922.0,2.0,2,2,6.0,Relatively New,1.42,1010.0,1,0,0,0,0,2,174,"[150, 200)"
flat,kiran residency,sector 56,7750.0,3.0,3,3+,5.0,Old Property,1.55,1800.0,0,1,0,1,1,0,166,"[150, 200)"
flat,ireo skyon,sector 60,13936.0,3.0,4,3+,5.0,Relatively New,2.85,2045.0,0,1,0,0,0,2,174,"[150, 200)"
flat,elevate,sector 50,19882.0,4.0,4,0,10.0,Moderately Old,6.75,3395.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ansal heights 86,sector 86,5367.0,2.0,2,1,12.0,New Property,0.87,1360.0,0,0,0,0,1,2,45,"[0, 50)"
flat,vatika gurgaon,sector 83,5808.0,3.0,3,2,3.0,Relatively New,1.15,1350.0,1,1,1,1,0,2,165,"[150, 200)"
flat,tulip violet,sector 69,9632.0,3.0,3,2,4.0,Relatively New,1.52,1578.0,0,0,0,1,0,2,156,"[150, 200)"
flat,m3m golfestate,sector 65,17481.0,3.0,3,3,18.0,Relatively New,5.9,3363.0,1,1,0,0,0,0,76,"[50, 100)"
flat,avl 36 gurgaon,sector 36a,8953.0,2.0,2,2,7.0,Relatively New,0.65,726.0,0,0,0,0,0,0,89,"[50, 100)"
flat,bestech park view city,sector 48,10023.0,3.0,4,2,5.0,Relatively New,1.78,1477.0,1,0,0,1,0,0,53,"[50, 100)"
flat,antriksh heights,sector 84,4370.0,3.0,3,3,8.0,Relatively New,0.885,2025.0,0,0,0,1,0,0,67,"[50, 100)"
flat,trisara our homes 3,sohna road,6312.0,2.0,2,2,1.0,Relatively New,0.38,602.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 26,3910.222222222222,4.0,4,3,3.0,Moderately Old,1.7596,4500.0,0,1,1,0,0,2,36,"[0, 50)"
flat,ss the leaf,sector 85,6402.0,2.0,2,3,6.0,Relatively New,1.05,1640.0,0,0,0,0,1,0,49,"[0, 50)"
flat,suncity platinum towers,sector 28,22346.0,3.0,3,2,8.0,Moderately Old,6.0,3051.0,0,1,0,0,0,0,31,"[0, 50)"
flat,dlf the ultima,sector 81,10553.0,3.0,3,3+,6.0,New Property,2.25,2132.0,0,1,0,0,0,1,168,"[150, 200)"
flat,experion windchants,sector 112,10651.0,2.0,2,3,8.0,Relatively New,2.6,2441.0,0,0,0,0,0,0,168,"[150, 200)"
flat,sobha smriti apartments,sector 56,8333.0,1.0,1,2,3.0,Old Property,0.5,682.0,0,0,0,0,0,0,0,"[0, 50)"
flat,gls arawali homes,sohna road,4601.0,2.0,2,2,5.0,New Property,0.265,576.0,0,0,0,0,0,0,42,"[0, 50)"
flat,godrej summit,sector 104,5950.0,3.0,3,3,12.0,Relatively New,0.98,1647.0,0,0,0,0,1,0,79,"[50, 100)"
flat,dlf regal gardens,sector 90,5930.0,3.0,3,3,18.0,Relatively New,1.25,1720.0,0,0,0,0,1,0,72,"[50, 100)"
flat,emaar mgf emerald floors premier,sector 65,15455.0,3.0,3,3,3.0,Relatively New,2.55,1650.0,1,1,0,0,0,0,21,"[0, 50)"
flat,puri diplomatic greens,sector 111,11864.0,4.0,5,3+,10.0,Relatively New,3.5,2700.0,0,1,0,0,0,2,49,"[0, 50)"
flat,m3m merlin,sector 67,14843.0,3.0,4,3+,15.0,Relatively New,3.5,2358.0,0,1,0,0,0,2,158,"[150, 200)"
flat,parsvnath exotica,sector 53,16580.0,3.0,4,3+,8.0,Relatively New,4.8,2500.0,0,1,0,1,1,2,174,"[150, 200)"
house,independent,sector 23,845.2380952380953,9.0,9,3+,3.0,Moderately Old,0.35500000000000004,4200.0,0,1,0,0,1,2,0,"[0, 50)"
house,dlf city plots,sector 26,17936.799184505606,4.0,3,2,2.0,Relatively New,1.7596,981.0,0,0,0,0,0,2,0,"[0, 50)"
flat,trisara our homes 3,sohna road,4478.0,2.0,2,2,1.0,Relatively New,0.4029999999999999,900.0,0,0,0,0,0,0,0,"[0, 50)"
flat,suncity vatsal valley,gwal pahari,13333.0,2.0,2,2,3.0,New Property,1.0,852.0,0,0,0,0,0,2,13,"[0, 50)"
flat,dhoot time residency,sector 63,18270.0,3.0,3,3+,14.0,Relatively New,3.0,1642.0,0,1,0,0,0,2,0,"[0, 50)"
flat,smart world orchard,sector 61,12250.0,2.0,2,2,2.0,Under Construction,1.41,1150.0,1,0,0,0,0,0,76,"[50, 100)"
flat,m3m woodshire,sector 107,6442.0,2.0,2,3+,3.0,Relatively New,0.88,1366.0,0,0,0,0,0,0,99,"[50, 100)"
flat,supertech araville,sector 79,7455.0,3.0,3,3,3.0,Relatively New,1.45,2210.0,0,0,0,0,0,0,0,"[0, 50)"
house,iffco nagar and 17b rwa,sector 17,12219.444444444445,2.0,5,3,3.0,Old Property,1.7596,1440.0,0,0,0,0,0,0,44,"[0, 50)"
flat,pareena coban residences,sector 99a,6610.0,3.0,5,3,11.0,New Property,1.32,1705.0,0,1,0,0,0,0,88,"[50, 100)"
flat,prime habitat,sector 99a,6049.0,2.0,2,1,10.0,Relatively New,0.271,509.0,0,0,0,0,0,0,67,"[50, 100)"
house,independent,sector 57,9833.333333333334,9.0,9,3+,2.0,New Property,2.6550000000000002,2700.0,0,1,0,1,1,2,49,"[0, 50)"
flat,hsiidc sidco shivalik apartments,sector 1 imt manesar,5102.0,3.0,2,2,5.0,Moderately Old,0.85,1666.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ss the leaf,sector 85,8179.0,4.0,4,3+,8.0,Relatively New,2.3,2812.0,0,1,0,0,0,0,21,"[0, 50)"
flat,m3m heights,sector 65,13999.0,3.0,3,3,45.0,Under Construction,2.86,2318.0,0,1,0,0,0,0,48,"[0, 50)"
flat,unitech fresco,sector 50 pocket h,11131.0,3.0,3,3+,0.0,Relatively New,1.85,1662.0,0,0,0,0,0,0,49,"[0, 50)"
flat,experion the heartsong,sector 108,9259.0,3.0,3,3,1.0,Relatively New,1.25,1500.0,0,1,0,1,0,0,174,"[150, 200)"
flat,ats triumph,sector 104,7555.0,3.0,4,3+,15.0,Relatively New,1.73,2290.0,0,1,0,0,0,0,159,"[150, 200)"
house,independent,sector 2,4347.923681257014,5.0,6,3+,3.0,Old Property,1.0565454545454545,2430.0,1,0,0,1,1,2,43,"[0, 50)"
house,independent,sector 25,18641.975308641977,5.0,5,3,3.0,Old Property,5.033333333333333,2700.0,1,1,1,1,0,0,56,"[50, 100)"
flat,sare crescent parc,sector 92,5013.0,4.0,5,3+,13.0,Relatively New,0.95,1895.0,0,0,0,0,0,0,0,"[0, 50)"
flat,breez global hill view,sohna road,5319.0,2.0,2,2,18.0,New Property,0.35,658.0,0,0,0,0,0,0,15,"[0, 50)"
flat,ireo the grand arch,sector 58,17560.0,3.0,4,1,19.0,Moderately Old,3.8,2164.0,0,1,0,0,0,2,167,"[150, 200)"
flat,ireo the grand arch,sector 58,13480.0,2.0,2,1,5.0,Relatively New,2.2,1432.0,1,0,0,0,0,2,94,"[50, 100)"
flat,breez global hill view,sohna road,5215.0,2.0,2,2,6.0,New Property,2.6,4986.0,0,0,0,0,0,0,42,"[0, 50)"
house,rwa sector 46,sector 46,10861.728395061727,4.0,4,2,2.0,Relatively New,1.7596,1620.0,0,0,0,1,0,2,30,"[0, 50)"
flat,bptp astaire gardens,sector 70a,8947.0,4.0,3,3,1.0,Relatively New,1.7,2159.0,0,0,0,0,0,2,49,"[0, 50)"
flat,ramsons kshitij,sector 95,5495.0,2.0,2,0,5.0,Relatively New,0.35,637.0,0,0,0,0,0,0,0,"[0, 50)"
flat,shree vardhman mantra,sector 67,7000.0,2.0,2,1,8.0,New Property,0.56,909.0,0,0,0,0,0,0,65,"[50, 100)"
flat,ramsons kshitij,sector 95,3910.0,2.0,2,1,14.0,New Property,0.33,767.0,0,0,0,0,1,2,79,"[50, 100)"
flat,conscient heritage max,sector 102,9010.0,3.0,4,3+,12.0,Relatively New,1.82,1942.0,0,1,0,0,0,0,101,"[100, 150)"
flat,smart world orchard,sector 61,14723.0,3.0,3,2,2.0,New Property,2.6,1766.0,0,0,0,0,0,0,47,"[0, 50)"
house,independent,sector 38,11437.908496732027,6.0,6,3+,3.0,Moderately Old,2.1,1836.0,1,1,0,1,0,0,32,"[0, 50)"
house,rwa sector 46,sector 46,85417.47572815535,6.0,6,3+,3.0,Moderately Old,1.7596,206.0,0,0,1,0,0,2,80,"[50, 100)"
house,sare crescent parc royal greens phase 1,sector 92,5218.075308753812,4.0,4,3,4.0,Relatively New,0.9095105263157894,1743.0,0,0,0,0,0,0,0,"[0, 50)"
house,sobha city,sector 108,2536.4268796269885,5.0,4,3+,1.0,Relatively New,1.8594545454545455,7331.0,0,0,0,0,0,0,59,"[50, 100)"
house,ss aaron ville,sector 49,7136.4522417153985,5.0,4,2,2.0,Old Property,2.4406666666666665,3420.0,1,1,1,0,0,0,78,"[50, 100)"
house,vatika india next,sector 82,3521.654719235364,4.0,4,3+,3.0,Relatively New,1.141016129032258,3240.0,0,1,0,0,0,1,110,"[100, 150)"
house,independent,sector 4,28402.777777777774,4.0,4,3,2.0,Old Property,0.45444444444444443,160.0,0,0,0,0,0,2,15,"[0, 50)"
house,sector 57 huda,sector 57,163888.8888888889,2.0,8,3+,4.0,Relatively New,2.6550000000000002,162.0,0,0,1,1,0,2,94,"[50, 100)"
flat,vatika the seven lamps,sector 82,6411.0,3.0,3,3+,11.0,Relatively New,1.39,2160.0,1,1,0,0,0,2,117,"[100, 150)"
flat,dlf 3 apartment,cyber city,7143.0,4.0,4,3+,2.0,Old Property,2.5,3500.0,1,1,0,1,0,2,16,"[0, 50)"
flat,smart world gems,sector 89,7978.0,2.0,2,0,2.0,New Property,0.88,1103.0,0,0,0,0,0,0,45,"[0, 50)"
house,ansal celebrity homes,sector 2,2031.8181818181818,4.0,5,2,1.0,Moderately Old,1.0565454545454545,5200.0,0,0,0,0,0,0,0,"[0, 50)"
flat,pivotal riddhi siddhi,sector 99,947.0,2.0,2,2,12.0,Relatively New,0.72,802.0,0,0,1,0,0,0,31,"[0, 50)"
flat,ashiana anmol,sector 33,8627.0,2.0,2,2,4.0,Under Construction,1.1,1275.0,0,0,0,0,0,0,0,"[0, 50)"
flat,hcbs sports ville,sohna road,5588.0,2.0,2,1,4.0,Relatively New,0.29,590.0,0,0,0,0,0,0,44,"[0, 50)"
flat,m3m soulitude,sector 89,16986.0,3.0,3,3,4.0,Under Construction,1.33,1423.0,1,0,0,0,0,0,125,"[100, 150)"
flat,sobha city,sector 108,14478.0,3.0,4,2,11.0,Relatively New,2.9,2003.0,0,0,0,0,0,0,108,"[100, 150)"
house,independent,sector 2,4347.923681257014,3.0,9,3+,3.0,Moderately Old,1.0565454545454545,2430.0,0,0,0,1,0,2,0,"[0, 50)"
flat,breez global heights,sohna road,6689.0,2.0,2,2,7.0,Relatively New,0.4,679.0,0,0,0,0,0,0,57,"[50, 100)"
house,ardee city,sector 52,11237.373737373739,3.0,3,3,4.0,New Property,2.022727272727273,1800.0,0,1,0,0,0,2,22,"[0, 50)"
house,rattan vihar rajendra park,dwarka expressway,24119.04761904762,1.0,5,3+,4.0,New Property,1.447142857142857,600.0,0,0,0,0,0,0,0,"[0, 50)"
flat,pyramid elite,sector 86,7745.0,2.0,2,1,4.0,Under Construction,0.45,661.0,0,0,0,0,0,0,66,"[50, 100)"
house,independent,sector 3,2540.0,3.0,4,3,3.0,Moderately Old,0.889,3500.0,0,0,0,0,1,2,42,"[0, 50)"
house,independent,sector 39,40277.77777777778,1.0,1,1,1.0,Relatively New,1.8125,450.0,0,0,0,0,0,0,0,"[0, 50)"
flat,tulip violet,sector 69,8227.0,3.0,3,1,12.0,Relatively New,1.29,1568.0,0,0,0,1,0,2,86,"[50, 100)"
flat,bestech park view residency,sector 2,7869.0,3.0,4,3+,7.0,Moderately Old,1.51,1920.0,0,1,0,0,0,2,84,"[50, 100)"
